"","Genes","Re_Set","Re_direction","De_Set","De_direction"
"4102","Xele.ptg000007l.128","ReT12","Up-regulated","DeT15","Down-regulated"
"4103","Xele.ptg000007l.129","ReT04","Up-regulated","DeT09","Down-regulated"
"4106","Xele.ptg000007l.132","None","None","DeT12","Up-regulated"
"4107","Xele.ptg000007l.133","ReT08","Down-regulated","DeT12","Up-regulated"
"4114","Xele.ptg000007l.141","None","None","DeT06","Up-regulated"
"4116","Xele.ptg000007l.143","None","None","DeT03","Down-regulated"
"4117","Xele.ptg000007l.144","None","None","DeT12","Down-regulated"
"4118","Xele.ptg000007l.145","ReT12","Up-regulated","DeT03","Down-regulated"
"4121","Xele.ptg000007l.148","ReT12","Up-regulated","DeT15","Down-regulated"
"4122","Xele.ptg000007l.150","None","None","DeT12","Down-regulated"
"4123","Xele.ptg000007l.151","ReT12","Down-regulated","None","None"
"4126","Xele.ptg000007l.154","ReT12","Down-regulated","DeT12","Up-regulated"
"4128","Xele.ptg000007l.156","ReT48","Down-regulated","None","None"
"4129","Xele.ptg000007l.157","ReT02","Up-regulated","DeT12","Down-regulated"
"4130","Xele.ptg000007l.158_NEW","ReT04","Down-regulated","DeT03","Up-regulated"
"4133","Xele.ptg000007l.161","ReT12","Up-regulated","DeT72","Down-regulated"
"4134","Xele.ptg000007l.163","None","None","DeT12","Up-regulated"
"4135","Xele.ptg000007l.164","ReT12","Down-regulated","DeT03","Up-regulated"
"4136","Xele.ptg000007l.165","ReT02","Down-regulated","None","None"
"4137","Xele.ptg000007l.167","ReT12","Down-regulated","DeT03","Up-regulated"
"4138","Xele.ptg000007l.169","ReT04","Down-regulated","DeT03","Up-regulated"
"4139","Xele.ptg000007l.172","None","None","DeT15","Down-regulated"
"4140","Xele.ptg000007l.175","ReT08","Down-regulated","None","None"
"4141","Xele.ptg000007l.176","ReT12","Up-regulated","DeT03","Up-regulated"
"4142","Xele.ptg000007l.177","ReT12","Up-regulated","None","None"
"4145","Xele.ptg000007l.181","ReT12","Down-regulated","None","None"
"4146","Xele.ptg000007l.184","ReT48","Up-regulated","None","None"
"4148","Xele.ptg000007l.191","ReT12","Up-regulated","None","None"
"4149","Xele.ptg000007l.194","ReT12","Up-regulated","DeT12","Down-regulated"
"4150","Xele.ptg000007l.196","None","None","DeT06","Down-regulated"
"4152","Xele.ptg000007l.202","ReT04","Up-regulated","DeT09","Down-regulated"
"4155","Xele.ptg000007l.212","ReT12","Up-regulated","None","None"
"4156","Xele.ptg000007l.216","ReT08","Down-regulated","None","None"
"4157","Xele.ptg000007l.225","ReT48","Up-regulated","DeT72","Down-regulated"
"4158","Xele.ptg000007l.227","ReT48","Up-regulated","DeT06","Down-regulated"
"4160","Xele.ptg000007l.238","ReT08","Up-regulated","DeT12","Down-regulated"
"4161","Xele.ptg000007l.241","None","None","DeT72","Down-regulated"
"4165","Xele.ptg000007l.247","ReT12","Up-regulated","None","None"
"4168","Xele.ptg000007l.251","None","None","DeT12","Up-regulated"
"4170","Xele.ptg000007l.254","ReT12","Down-regulated","DeT12","Up-regulated"
"4178","Xele.ptg000007l.264","ReT12","Down-regulated","DeT12","Up-regulated"
"4180","Xele.ptg000007l.269","ReT08","Down-regulated","DeT03","Up-regulated"
"4182","Xele.ptg000007l.272","ReT48","Up-regulated","DeT03","Down-regulated"
"4183","Xele.ptg000007l.274","ReT12","Up-regulated","DeT12","Down-regulated"
"4184","Xele.ptg000007l.277","ReT08","Down-regulated","DeT03","Up-regulated"
"4187","Xele.ptg000007l.280","ReT08","Down-regulated","DeT12","Up-regulated"
"4189","Xele.ptg000007l.282","ReT08","Down-regulated","DeT03","Up-regulated"
"4190","Xele.ptg000007l.283","ReT48","Up-regulated","DeT72","Down-regulated"
"4191","Xele.ptg000007l.284","None","None","DeT03","Up-regulated"
"4192","Xele.ptg000007l.285","ReT12","Down-regulated","DeT06","Down-regulated"
"4193","Xele.ptg000007l.290","None","None","DeT24","Up-regulated"
"4194","Xele.ptg000007l.291","ReT08","Down-regulated","DeT03","Up-regulated"
"4195","Xele.ptg000007l.292","None","None","DeT15","Down-regulated"
"4196","Xele.ptg000007l.294","None","None","DeT09","Down-regulated"
"4197","Xele.ptg000007l.295","None","None","DeT09","Down-regulated"
"4199","Xele.ptg000007l.300","ReT12","Down-regulated","DeT12","Up-regulated"
"4203","Xele.ptg000007l.316","ReT04","Up-regulated","DeT06","Up-regulated"
"4204","Xele.ptg000007l.317","ReT12","Up-regulated","DeT72","Down-regulated"
"4209","Xele.ptg000007l.323","ReT12","Up-regulated","DeT12","Down-regulated"
"4213","Xele.ptg000007l.328","None","None","DeT03","Down-regulated"
"4218","Xele.ptg000007l.335","ReT48","Up-regulated","DeT15","Down-regulated"
"4221","Xele.ptg000007l.340","ReT08","Up-regulated","DeT72","Down-regulated"
"4222","Xele.ptg000007l.342","ReT12","Up-regulated","DeT12","Down-regulated"
"4225","Xele.ptg000007l.346","ReT48","Up-regulated","DeT72","Down-regulated"
"4226","Xele.ptg000007l.347","ReT02","Up-regulated","DeT03","Down-regulated"
"4231","Xele.ptg000007l.352","ReT04","Up-regulated","DeT12","Down-regulated"
"4232","Xele.ptg000007l.353","None","None","DeT12","Down-regulated"
"4233","Xele.ptg000007l.355","ReT12","Down-regulated","None","None"
"4235","Xele.ptg000007l.357","None","None","DeT03","Up-regulated"
"4236","Xele.ptg000007l.358","ReT08","Down-regulated","None","None"
"4237","Xele.ptg000007l.359","None","None","DeT06","Down-regulated"
"4240","Xele.ptg000007l.363","None","None","DeT03","Up-regulated"
"4241","Xele.ptg000007l.364","ReT08","Down-regulated","DeT12","Up-regulated"
"4243","Xele.ptg000007l.366","None","None","DeT12","Up-regulated"
"4244","Xele.ptg000007l.367","ReT08","Up-regulated","DeT72","Down-regulated"
"4247","Xele.ptg000007l.370","ReT12","Down-regulated","DeT06","Down-regulated"
"4248","Xele.ptg000007l.371","ReT12","Down-regulated","DeT12","Up-regulated"
"4249","Xele.ptg000007l.372","ReT04","Down-regulated","DeT06","Down-regulated"
"4250","Xele.ptg000007l.373","ReT12","Down-regulated","DeT72","Up-regulated"
"4251","Xele.ptg000007l.375","ReT08","Up-regulated","DeT12","Down-regulated"
"4252","Xele.ptg000007l.376","None","None","DeT09","Up-regulated"
"4254","Xele.ptg000007l.378","None","None","DeT12","Down-regulated"
"4255","Xele.ptg000007l.380","ReT48","Up-regulated","DeT09","Down-regulated"
"4257","Xele.ptg000007l.382","ReT12","Down-regulated","DeT03","Up-regulated"
"4259","Xele.ptg000007l.384","ReT04","Up-regulated","DeT03","Down-regulated"
"4260","Xele.ptg000007l.385","None","None","DeT03","Down-regulated"
"4261","Xele.ptg000007l.386","ReT02","Up-regulated","DeT03","Down-regulated"
"4262","Xele.ptg000007l.387","None","None","DeT15","Down-regulated"
"4264","Xele.ptg000007l.389","ReT12","Up-regulated","DeT15","Down-regulated"
"4265","Xele.ptg000007l.390","ReT12","Up-regulated","None","None"
"4266","Xele.ptg000007l.391","ReT48","Up-regulated","DeT72","Down-regulated"
"4267","Xele.ptg000007l.392","ReT12","Down-regulated","DeT15","Up-regulated"
"4269","Xele.ptg000007l.395","ReT48","Up-regulated","DeT15","Down-regulated"
"4271","Xele.ptg000007l.397","ReT08","Up-regulated","DeT03","Down-regulated"
"4272","Xele.ptg000007l.399","ReT48","Up-regulated","DeT15","Down-regulated"
"4278","Xele.ptg000007l.405","None","None","DeT72","Up-regulated"
"4279","Xele.ptg000007l.406","None","None","DeT12","Down-regulated"
"4282","Xele.ptg000007l.409","ReT48","Down-regulated","None","None"
"4283","Xele.ptg000007l.410","None","None","DeT12","Down-regulated"
"4286","Xele.ptg000007l.413","None","None","DeT06","Down-regulated"
"4287","Xele.ptg000007l.415","None","None","DeT03","Down-regulated"
"4289","Xele.ptg000007l.417","ReT02","Up-regulated","DeT09","Down-regulated"
"4290","Xele.ptg000007l.418","ReT48","Up-regulated","None","None"
"4291","Xele.ptg000007l.419","ReT48","Up-regulated","None","None"
"4293","Xele.ptg000007l.421","ReT48","Down-regulated","DeT24","Up-regulated"
"4294","Xele.ptg000007l.422","ReT08","Up-regulated","None","None"
"4296","Xele.ptg000007l.424","None","None","DeT15","Down-regulated"
"4297","Xele.ptg000007l.425","ReT48","Down-regulated","DeT03","Down-regulated"
"4298","Xele.ptg000007l.426","ReT48","Down-regulated","None","None"
"4299","Xele.ptg000007l.427","ReT08","Up-regulated","None","None"
"4301","Xele.ptg000007l.429","ReT48","Down-regulated","DeT12","Up-regulated"
"4304","Xele.ptg000007l.432","None","None","DeT03","Up-regulated"
"4305","Xele.ptg000007l.433","ReT08","Up-regulated","DeT12","Down-regulated"
"4310","Xele.ptg000007l.439","ReT08","Down-regulated","DeT03","Up-regulated"
"4311","Xele.ptg000007l.440","None","None","DeT03","Down-regulated"
"4312","Xele.ptg000007l.441","ReT12","Up-regulated","DeT03","Down-regulated"
"4313","Xele.ptg000007l.442","ReT04","Up-regulated","DeT15","Down-regulated"
"4317","Xele.ptg000007l.446","ReT48","Up-regulated","DeT24","Down-regulated"
"4319","Xele.ptg000007l.448","ReT08","Up-regulated","DeT12","Down-regulated"
"4322","Xele.ptg000007l.452","ReT12","Up-regulated","DeT03","Up-regulated"
"4323","Xele.ptg000007l.453","None","None","DeT03","Up-regulated"
"4326","Xele.ptg000007l.456","None","None","DeT06","Up-regulated"
"4327","Xele.ptg000007l.457","ReT12","Up-regulated","None","None"
"4328","Xele.ptg000007l.458","ReT08","Up-regulated","DeT12","Down-regulated"
"4329","Xele.ptg000007l.459","ReT04","Up-regulated","DeT03","Down-regulated"
"4332","Xele.ptg000007l.462","ReT08","Up-regulated","DeT72","Down-regulated"
"4333","Xele.ptg000007l.463","ReT08","Up-regulated","None","None"
"4335","Xele.ptg000007l.465","ReT08","Up-regulated","DeT03","Up-regulated"
"4338","Xele.ptg000007l.469","ReT12","Up-regulated","DeT72","Down-regulated"
"4340","Xele.ptg000007l.471","None","None","DeT03","Up-regulated"
"4342","Xele.ptg000007l.473","ReT12","Up-regulated","None","None"
"4343","Xele.ptg000007l.474","ReT08","Down-regulated","DeT12","Up-regulated"
"4344","Xele.ptg000007l.475","None","None","DeT12","Up-regulated"
"4345","Xele.ptg000007l.476","ReT08","Down-regulated","DeT12","Up-regulated"
"4348","Xele.ptg000008l.3","ReT48","Up-regulated","None","None"
"4350","Xele.ptg000008l.5","ReT08","Down-regulated","DeT03","Up-regulated"
"4356","Xele.ptg000008l.16","ReT04","Up-regulated","DeT15","Down-regulated"
"4357","Xele.ptg000008l.17","ReT08","Up-regulated","None","None"
"4358","Xele.ptg000008l.19","None","None","DeT03","Up-regulated"
"4362","Xele.ptg000008l.26","None","None","DeT24","Down-regulated"
"4364","Xele.ptg000008l.29","ReT12","Up-regulated","None","None"
"4366","Xele.ptg000008l.33","ReT12","Up-regulated","DeT24","Down-regulated"
"4367","Xele.ptg000008l.36","ReT08","Up-regulated","DeT03","Up-regulated"
"4368","Xele.ptg000008l.38","ReT04","Up-regulated","DeT12","Down-regulated"
"4369","Xele.ptg000008l.42","None","None","DeT09","Down-regulated"
"4370","Xele.ptg000008l.43","ReT02","Up-regulated","DeT12","Down-regulated"
"4371","Xele.ptg000008l.45","None","None","DeT24","Down-regulated"
"4373","Xele.ptg000008l.51","None","None","DeT12","Up-regulated"
"4376","Xele.ptg000008l.54","None","None","DeT12","Down-regulated"
"4377","Xele.ptg000008l.56","ReT08","Up-regulated","DeT24","Down-regulated"
"4378","Xele.ptg000008l.57","ReT12","Down-regulated","DeT15","Up-regulated"
"4380","Xele.ptg000008l.61","ReT12","Up-regulated","DeT06","Down-regulated"
"4381","Xele.ptg000008l.63","ReT08","Up-regulated","DeT72","Down-regulated"
"4382","Xele.ptg000008l.66","ReT02","Up-regulated","DeT12","Down-regulated"
"4383","Xele.ptg000008l.67","ReT12","Down-regulated","DeT03","Up-regulated"
"4384","Xele.ptg000008l.68","ReT08","Up-regulated","DeT72","Down-regulated"
"4385","Xele.ptg000008l.70","ReT08","Down-regulated","DeT12","Up-regulated"
"4386","Xele.ptg000008l.71","ReT08","Up-regulated","DeT12","Down-regulated"
"4387","Xele.ptg000008l.73","ReT02","Up-regulated","DeT12","Down-regulated"
"4388","Xele.ptg000008l.74","None","None","DeT12","Up-regulated"
"4391","Xele.ptg000008l.77","ReT12","Down-regulated","None","None"
"4392","Xele.ptg000008l.78","None","None","DeT12","Up-regulated"
"4396","Xele.ptg000008l.87","None","None","DeT72","Down-regulated"
"4399","Xele.ptg000008l.90","ReT48","Up-regulated","DeT12","Down-regulated"
"4401","Xele.ptg000008l.92","ReT08","Up-regulated","DeT06","Up-regulated"
"4404","Xele.ptg000008l.95","ReT08","Down-regulated","DeT03","Up-regulated"
"4406","Xele.ptg000008l.98","None","None","DeT15","Down-regulated"
"4408","Xele.ptg000008l.100","None","None","DeT03","Down-regulated"
"4409","Xele.ptg000008l.101","ReT48","Down-regulated","DeT72","Up-regulated"
"4410","Xele.ptg000008l.102","ReT02","Up-regulated","DeT03","Down-regulated"
"4411","Xele.ptg000008l.104","ReT08","Down-regulated","DeT09","Up-regulated"
"4412","Xele.ptg000008l.105","ReT48","Up-regulated","DeT12","Down-regulated"
"4414","Xele.ptg000008l.107","ReT08","Down-regulated","DeT03","Up-regulated"
"4416","Xele.ptg000008l.109","ReT12","Up-regulated","None","None"
"4417","Xele.ptg000008l.110","None","None","DeT24","Down-regulated"
"4420","Xele.ptg000008l.114","ReT12","Up-regulated","DeT72","Down-regulated"
"4421","Xele.ptg000008l.115","ReT08","Up-regulated","DeT12","Down-regulated"
"4422","Xele.ptg000008l.116","None","None","DeT06","Up-regulated"
"4431","Xele.ptg000008l.125","ReT12","Down-regulated","DeT12","Up-regulated"
"4433","Xele.ptg000008l.128","None","None","DeT03","Up-regulated"
"4434","Xele.ptg000008l.129","ReT12","Down-regulated","DeT15","Up-regulated"
"4436","Xele.ptg000008l.133","None","None","DeT06","Up-regulated"
"4437","Xele.ptg000008l.134","ReT12","Down-regulated","DeT03","Up-regulated"
"4438","Xele.ptg000008l.135","ReT48","Up-regulated","DeT06","Up-regulated"
"4439","Xele.ptg000008l.136","ReT12","Down-regulated","None","None"
"4440","Xele.ptg000008l.138","None","None","DeT03","Up-regulated"
"4442","Xele.ptg000008l.142","ReT04","Up-regulated","DeT03","Down-regulated"
"4443","Xele.ptg000008l.143","ReT02","Up-regulated","DeT12","Up-regulated"
"4446","Xele.ptg000008l.150","ReT08","Down-regulated","DeT12","Up-regulated"
"4447","Xele.ptg000008l.151","ReT08","Down-regulated","DeT12","Down-regulated"
"4453","Xele.ptg000008l.159","ReT02","Up-regulated","DeT12","Down-regulated"
"4457","Xele.ptg000008l.164","ReT08","Down-regulated","DeT12","Up-regulated"
"4459","Xele.ptg000008l.167","ReT08","Up-regulated","None","None"
"4460","Xele.ptg000008l.168","ReT08","Up-regulated","DeT15","Down-regulated"
"4461","Xele.ptg000008l.169","ReT08","Up-regulated","DeT12","Down-regulated"
"4462","Xele.ptg000008l.170","None","None","DeT03","Up-regulated"
"4464","Xele.ptg000008l.173","ReT04","Down-regulated","DeT03","Up-regulated"
"4465","Xele.ptg000008l.174","ReT08","Up-regulated","DeT09","Down-regulated"
"4466","Xele.ptg000008l.175","None","None","DeT12","Down-regulated"
"4468","Xele.ptg000008l.177","ReT02","Up-regulated","DeT12","Down-regulated"
"4469","Xele.ptg000008l.178","None","None","DeT09","Down-regulated"
"4470","Xele.ptg000008l.179","ReT02","Up-regulated","DeT12","Down-regulated"
"4471","Xele.ptg000008l.181","None","None","DeT12","Down-regulated"
"4472","Xele.ptg000008l.183","ReT08","Down-regulated","DeT03","Down-regulated"
"4474","Xele.ptg000008l.185","ReT04","Up-regulated","DeT12","Down-regulated"
"4475","Xele.ptg000008l.186","ReT04","Up-regulated","DeT12","Up-regulated"
"4476","Xele.ptg000008l.187","ReT08","Up-regulated","DeT03","Down-regulated"
"4477","Xele.ptg000008l.188","None","None","DeT12","Down-regulated"
"4479","Xele.ptg000008l.190","None","None","DeT12","Down-regulated"
"4480","Xele.ptg000008l.191","ReT04","Down-regulated","DeT03","Up-regulated"
"4481","Xele.ptg000008l.192","ReT48","Down-regulated","None","None"
"4484","Xele.ptg000008l.195","ReT08","Up-regulated","None","None"
"4485","Xele.ptg000008l.196","ReT12","Down-regulated","DeT03","Up-regulated"
"4486","Xele.ptg000008l.197","ReT08","Up-regulated","DeT12","Down-regulated"
"4490","Xele.ptg000008l.203","ReT12","Down-regulated","DeT03","Down-regulated"
"4491","Xele.ptg000008l.204","ReT08","Up-regulated","DeT06","Down-regulated"
"4493","Xele.ptg000008l.206","ReT48","Up-regulated","DeT12","Down-regulated"
"4494","Xele.ptg000008l.208","ReT48","Down-regulated","None","None"
"4497","Xele.ptg000008l.211","None","None","DeT03","Down-regulated"
"4498","Xele.ptg000008l.212","ReT12","Up-regulated","None","None"
"4499","Xele.ptg000008l.213","ReT48","Up-regulated","None","None"
"4501","Xele.ptg000008l.215","None","None","DeT12","Up-regulated"
"4502","Xele.ptg000008l.216","ReT12","Up-regulated","DeT72","Down-regulated"
"4503","Xele.ptg000008l.217","None","None","DeT12","Up-regulated"
"4504","Xele.ptg000008l.218","None","None","DeT12","Down-regulated"
"4506","Xele.ptg000008l.220","None","None","DeT12","Up-regulated"
"4507","Xele.ptg000008l.224","None","None","DeT03","Up-regulated"
"4508","Xele.ptg000008l.225","ReT08","Up-regulated","DeT06","Down-regulated"
"4510","Xele.ptg000008l.228","ReT08","Up-regulated","DeT12","Down-regulated"
"4512","Xele.ptg000008l.230","ReT02","Up-regulated","DeT12","Down-regulated"
"4513","Xele.ptg000008l.231","ReT04","Up-regulated","DeT12","Down-regulated"
"4514","Xele.ptg000008l.232","ReT08","Up-regulated","DeT72","Down-regulated"
"4516","Xele.ptg000008l.234","ReT04","Up-regulated","DeT06","Up-regulated"
"4517","Xele.ptg000008l.235","ReT08","Up-regulated","DeT72","Down-regulated"
"4519","Xele.ptg000008l.237","ReT48","Up-regulated","DeT09","Down-regulated"
"4520","Xele.ptg000008l.238","ReT48","Up-regulated","DeT09","Down-regulated"
"4523","Xele.ptg000008l.241","None","None","DeT03","Up-regulated"
"4527","Xele.ptg000008l.246","ReT02","Up-regulated","DeT12","Down-regulated"
"4528","Xele.ptg000008l.247","ReT04","Up-regulated","DeT12","Down-regulated"
"4530","Xele.ptg000008l.250","ReT12","Down-regulated","None","None"
"4531","Xele.ptg000008l.251","ReT02","Up-regulated","DeT12","Down-regulated"
"4539","Xele.ptg000008l.261","ReT08","Up-regulated","DeT06","Down-regulated"
"4540","Xele.ptg000008l.262","ReT08","Up-regulated","DeT24","Down-regulated"
"4541","Xele.ptg000008l.263","ReT04","Down-regulated","DeT03","Up-regulated"
"4543","Xele.ptg000008l.266","ReT08","Down-regulated","None","None"
"4544","Xele.ptg000008l.267","ReT02","Up-regulated","DeT03","Down-regulated"
"4546","Xele.ptg000008l.271","ReT08","Down-regulated","DeT12","Up-regulated"
"4547","Xele.ptg000008l.272","ReT02","Up-regulated","DeT03","Down-regulated"
"4548","Xele.ptg000008l.273","None","None","DeT03","Down-regulated"
"4550","Xele.ptg000008l.275","None","None","DeT03","Up-regulated"
"4552","Xele.ptg000008l.277","ReT48","Up-regulated","DeT72","Down-regulated"
"4553","Xele.ptg000008l.278","None","None","DeT06","Down-regulated"
"4554","Xele.ptg000008l.280","ReT04","Up-regulated","DeT12","Down-regulated"
"4556","Xele.ptg000008l.284","ReT08","Up-regulated","DeT15","Down-regulated"
"4558","Xele.ptg000008l.286","ReT08","Up-regulated","DeT15","Down-regulated"
"4560","Xele.ptg000008l.288","ReT02","Up-regulated","DeT12","Down-regulated"
"4562","Xele.ptg000008l.291","None","None","DeT12","Down-regulated"
"4564","Xele.ptg000008l.294","ReT04","Up-regulated","DeT12","Down-regulated"
"4570","Xele.ptg000008l.300","None","None","DeT15","Up-regulated"
"4571","Xele.ptg000008l.301","None","None","DeT15","Up-regulated"
